Date,Close,High,Low,Open,Volume
,TSLA,TSLA,TSLA,TSLA,TSLA
2025-05-15,342.82,346.14,334.72,340.34,97882600
2025-05-16,349.98,351.62,342.33,346.24,95895700
2025-05-19,342.09,343.0,333.37,336.3,88869900
2025-05-20,343.82,354.99,341.63,347.87,131715500
2025-05-21,334.62,347.35,332.2,344.43,100061288
