Date,Close,High,Low,Open,Volume,SMA_Short,SMA_Long,RSI,Signal
,GOOG,GOOG,GOOG,GOOG,GOOG,,,,
2024-05-24,175.5,176.47,174.37,175.69,11400600,,,,0
2024-05-28,177.18,177.67,174.85,174.91,15655300,,,,0
2024-05-29,176.56,177.39,175.43,175.98,15023800,,,,0
2024-05-30,172.74,175.86,172.41,175.86,18844000,,,,0
2024-05-31,173.14,173.6,170.16,172.58,28085200,,,,0
2024-06-03,173.6,175.03,171.64,173.06,20742800,,,,0
2024-06-04,174.3,174.36,172.4,173.63,14066600,,,,0
2024-06-05,176.24,177.13,174.46,175.7,15233900,,,,0
2024-06-06,177.51,177.87,176.37,176.59,14255800,,,,0
2024-06-07,175.12,178.57,174.96,177.62,14716300,,,,0
2024-06-10,176.0,177.83,173.76,175.82,17122200,,,,0
2024-06-11,177.55,177.75,174.81,177.08,14402400,,,,0
2024-06-12,178.92,181.43,177.14,179.11,18600400,,,,0
2024-06-13,176.11,177.87,176.03,177.2,15956900,,,51.16339540219129,0
2024-06-14,177.73,178.09,175.22,175.22,12361600,,,56.68634947945045,0
2024-06-17,178.14,179.28,175.86,176.35,15272900,,,57.9814994104945,0
2024-06-18,175.82,178.27,174.99,178.15,15640300,,,49.04480195670674,0
2024-06-20,177.07,178.1,175.83,176.08,16753200,,,53.22775103397478,0
2024-06-21,179.61,181.86,177.42,177.85,59728000,,,60.350396385375554,0
2024-06-24,180.14,181.43,179.58,180.63,18198300,176.449,,61.6623117715443,0
2024-06-25,184.92,185.08,180.46,180.5,18917700,176.92000000000002,,70.98638262929997,0
2024-06-26,184.71,185.26,183.33,183.54,13375700,177.2965,,70.17884651974929,0
2024-06-27,186.19,186.83,184.79,184.98,13025700,177.778,,72.54897844597552,0
2024-06-28,182.76,185.91,182.67,185.05,23032400,178.279,,60.539964886399446,0
2024-07-01,183.83,184.68,182.08,183.82,11815900,178.8135,,62.61872549734211,0
2024-07-02,185.94,186.28,182.4,182.81,12555500,179.4305,,66.37994587950652,0
2024-07-03,186.72,186.95,184.72,185.63,7409100,180.0515,,67.67477673619128,0
2024-07-05,191.27,191.57,186.65,186.65,14303400,180.803,,73.9720912581329,0
2024-07-08,189.8,190.99,188.64,190.68,12097600,181.4175,,69.27649872601748,0
2024-07-09,189.76,192.17,189.55,191.06,10198500,182.14950000000002,,69.14787275375099,0
2024-07-10,191.97,192.62,189.94,190.07,12052900,182.948,,72.21715242206142,0
2024-07-11,186.63,191.72,186.15,190.65,16452000,183.402,,57.36655879163683,0
2024-07-12,186.11,188.01,185.47,186.25,14449100,183.7615,,56.155561973159244,0
2024-07-15,187.52,189.22,185.82,185.82,12186000,184.332,,58.70134045531625,0
2024-07-16,184.84,189.66,184.46,188.28,12760100,184.6875,,52.465688786340955,0
2024-07-17,181.97,184.57,180.97,184.02,17376600,184.879,,46.73968776258111,0
2024-07-18,178.58,183.39,177.57,182.88,17877200,185.017,,41.04190325890658,0
2024-07-19,178.75,181.32,178.22,179.72,14485900,185.101,,41.42751281281091,0
2024-07-22,182.69,183.64,181.25,181.7,16303900,185.255,,49.64727564951188,0
2024-07-23,182.94,184.56,182.67,183.18,23772600,185.395,,50.125544677045035,0
2024-07-24,173.75,177.31,172.95,174.76,31250700,184.8365,,36.42795250142412,0
2024-07-25,168.55,174.57,168.44,173.63,28967900,184.02849999999998,,31.227974991176197,0
2024-07-26,168.08,169.23,165.27,168.17,25150100,183.123,,30.80002116236075,0
2024-07-29,170.52,171.54,169.11,169.89,13768900,182.51100000000002,,35.724657282660914,0
2024-07-30,171.24,172.33,169.51,171.21,13681400,181.88150000000002,,37.14609489647556,0
2024-07-31,172.53,175.28,171.1,174.29,15650200,181.211,,39.71832951222126,0
2024-08-01,171.83,175.05,169.9,171.36,17177800,180.4665,,38.7906491286966,0
2024-08-02,167.8,169.6,165.79,167.59,18907800,179.293,,33.88391356443255,0
2024-08-05,160.06,165.35,156.04,156.81,34907800,177.806,,26.857268135245548,0
2024-08-06,159.97,161.77,157.56,160.37,36146500,176.3165,178.4242,26.78770546872063,0
2024-08-07,160.17,164.2,159.67,162.66,19334200,174.72650000000002,178.11759999999998,27.238716234555653,0
2024-08-08,163.25,164.91,161.45,161.76,15733600,173.5575,177.83899999999997,33.98339797558012,0
2024-08-09,164.8,164.93,160.35,161.07,13549200,172.49200000000002,177.6038,37.141255115276095,0
2024-08-12,163.36,166.1,162.96,165.4,12435000,171.284,177.41620000000003,35.444930670363036,0
2024-08-13,165.34,165.94,164.18,164.59,12717600,170.30900000000003,177.26019999999997,39.53423364012315,0
2024-08-14,161.45,164.37,158.96,163.62,22515900,169.283,177.0172,34.86185032476885,0
2024-08-15,162.59,162.93,160.91,161.63,18392500,168.4835,176.783,37.20411650817224,0
2024-08-16,164.15,166.35,162.5,162.82,16853100,167.7535,176.5412,40.36429503962251,0
2024-08-19,167.8,167.87,165.5,166.4,13100800,167.00900000000001,176.347,47.07535811828182,0
2024-08-20,168.35,169.8,168.06,168.14,12622500,166.2795,176.2116,48.02451504613773,0
2024-08-21,167.03,168.04,165.97,166.39,15269600,165.9435,176.03220000000002,45.89705768690241,0
2024-08-22,164.9,168.81,164.44,168.43,19123800,165.76100000000002,175.77919999999997,42.61637141976027,0
2024-08-23,166.83,167.35,165.07,165.95,14281600,165.6985,175.5374,46.357891534594046,0
2024-08-26,167.33,168.77,165.72,167.55,11990300,165.539,175.36180000000002,47.31626333545083,0
2024-08-27,165.78,167.64,165.56,167.01,13718200,165.26600000000002,175.12279999999998,44.65293578623387,0
2024-08-28,163.91,166.79,162.7,166.18,15208700,164.83499999999998,174.8382,41.60991080382681,0
2024-08-29,162.81,167.03,161.4,165.47,17133800,164.384,174.578,39.8879130651307,0
2024-08-30,164.52,164.69,162.82,163.63,18498800,164.21999999999997,174.327,43.78278537743348,0
2024-09-03,158.04,162.79,157.29,162.73,26533100,164.119,173.8956,34.626762222632664,0
2024-09-04,157.24,159.83,156.88,157.51,17410700,163.98250000000002,173.43760000000003,33.690052878976985,0
2024-09-05,158.03,160.44,156.96,157.21,14139500,163.87550000000002,172.8998,35.54433515715928,0
2024-09-06,151.59,158.65,151.39,158.12,24999100,163.2925,172.23739999999998,28.538346469598125,0
2024-09-09,149.2,154.29,147.86,153.28,28057700,162.5125,171.49760000000003,26.454368372791905,0
2024-09-10,149.67,151.95,149.2,151.11,20401800,161.82800000000003,170.8358,27.57442742809843,0
2024-09-11,151.8,152.13,148.36,150.75,18991500,161.151,170.1952,32.585211031473264,0
2024-09-12,155.19,155.26,153.15,154.46,21024100,160.83800000000002,169.5802,39.73191628747462,0
2024-09-13,158.01,158.91,155.76,156.01,16733900,160.609,169.00600000000003,44.95912800994772,0
2024-09-16,158.63,158.88,157.25,157.97,14157600,160.333,168.3532,46.06668751229725,0
2024-09-17,159.92,161.22,159.05,159.73,12064800,159.939,167.7556,48.393538377144914,0
2024-09-18,160.44,161.26,159.3,160.48,16756500,159.5435,167.16920000000002,49.34229598848721,0
2024-09-19,162.87,164.62,162.15,164.45,17548200,159.3355,166.58720000000002,53.63226979325153,0
2024-09-20,164.27,164.38,162.81,164.15,46362700,159.304,166.14,55.946952874993244,0
2024-09-23,162.7,166.23,162.58,164.96,15648400,159.09750000000003,165.6718,52.76580008730224,0
2024-09-24,163.27,164.18,161.66,163.88,18774100,158.89450000000002,165.1868,53.79304807235503,0
2024-09-25,162.62,163.84,162.41,162.6,13607900,158.7365,164.7424,52.39371495636054,0
2024-09-26,163.46,165.12,163.13,164.66,18234500,158.714,164.37220000000002,54.05699349358459,0
2024-09-27,164.91,166.59,163.46,163.54,13604300,158.81900000000002,164.0988,56.85897066988764,0
2024-09-30,166.81,166.98,164.27,164.41,14070100,158.93349999999998,163.86,60.27759224148293,0
2024-10-01,168.04,170.05,165.52,168.48,18629500,159.43349999999998,163.567,62.35718734331032,0
2024-10-02,166.93,168.5,165.87,167.38,12745000,159.918,163.2468,59.33807532556331,0
2024-10-03,166.83,167.53,164.99,165.44,11004300,160.358,163.1084,59.06064584711485,0
2024-10-04,168.18,169.17,166.58,168.96,11422100,161.1875,163.101,61.666308819875624,0
2024-10-07,164.02,169.51,163.76,168.76,14034700,161.92849999999999,163.0198,50.91283502921354,0
2024-10-08,165.32,165.72,163.94,165.05,11723900,162.71099999999998,162.91580000000002,53.63388336110118,0
2024-10-09,162.69,165.88,160.75,164.48,19666400,163.2555,162.7448,47.854420862803295,1
2024-10-10,162.81,163.94,161.27,161.74,12900500,163.6365,162.5504,48.12907263162065,0
2024-10-11,164.15,164.89,162.13,162.96,10946000,163.94350000000003,162.3968,51.218836535068334,0
2024-10-14,165.97,167.24,164.41,164.54,9981800,164.3105,162.3602,55.12836558299872,0
2024-10-15,166.52,168.71,165.67,166.76,14829300,164.6405,162.48940000000002,56.2689775052824,0
2024-10-16,166.36,166.9,164.84,165.65,9968500,164.9365,162.61720000000003,55.82441566613587,0
2024-10-17,164.14,167.55,164.0,167.0,15113400,165.0,162.6966,49.92998009387201,0
2024-10-18,164.68,165.99,164.38,164.5,13091300,165.02050000000003,162.7252,51.27761438328486,0
